Document Number,Document type,Document Date,Posting Date,Cost Center,Profit Center,Year/month,Account,Plant,Material,Quantity,Amount in local currency,Local Currency,Purchasing Document,Reference,Document currency,Offsetting acct no.,Base Unit of Measure,Alternative Account No.,Transaction Code,Text,Assignment
120008475,KR,20/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"311,619",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502077636,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"660,089",COP,,CLI5009721,COP,3905312,,61204410,FB60,4501997574,
120008475,KR,20/09/2019,30/09/2019,303003,125,2019/09,50320,,,0.000,"687,450",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502067535,
120008475,KR,20/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"551,140",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502077366,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"485,911",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502024138,
120008475,KR,20/09/2019,30/09/2019,303003,125,2019/09,50320,,,0.000,"314,382",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502048007,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"812,782",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502033421,
120008475,KR,20/09/2019,30/09/2019,303003,113,2019/09,50320,,,0.000,"350,424",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502055721,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"675,734",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502005375,
120008475,KR,20/09/2019,30/09/2019,303003,125,2019/09,50320,,,0.000,"289,057",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502081980,
120008475,KR,20/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"471,882",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502082554,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"358,745",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502067271,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"542,622",COP,,CLI5009721,COP,3905312,,61204410,FB60,4501989980,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"709,474",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502078835,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"1,099,511",COP,,CLI5009721,COP,3905312,,61204410,FB60,4501950205-4501993859,
120008475,KR,20/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"495,229",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502074237,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"638,223",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502067109,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"645,021",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502025568,
120008475,KR,20/09/2019,30/09/2019,303003,112,2019/09,50320,,,0.000,"541,752",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502085746,
120008475,KR,20/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"305,602",COP,,CLI5009721,COP,3905312,,61204410,FB60,4502050547,
120008479,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"608,738",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502040901,
120008479,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"284,005",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502022235,
120008479,KR,25/09/2019,30/09/2019,303003,125,2019/09,50320,,,0.000,"284,578",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502076875,
120008479,KR,25/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"501,199",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502088650,
120008479,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"527,590",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502067918,
120008479,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"455,134",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502074688,
120008479,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"596,853",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502005376,
120008479,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"439,658",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502080231,
120008479,KR,25/09/2019,30/09/2019,303003,113,2019/09,50320,,,0.000,"407,004",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502081989,
120008479,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"528,824",COP,,CLI5009767,COP,3905312,,61204410,FB60,4501989981,
120008479,KR,25/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"306,811",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502036351,
120008479,KR,25/09/2019,30/09/2019,303003,113,2019/09,50320,,,0.000,"487,245",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502091331,
120008479,KR,25/09/2019,30/09/2019,303003,113,2019/09,50320,,,0.000,"482,633",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502090685,
120008479,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"381,647",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502084281,
120008479,KR,25/09/2019,30/09/2019,303003,112,2019/09,50320,,,0.000,"468,297",COP,,CLI5009767,COP,3905312,,61204410,FB60,4502085745,
120008508,KR,16/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"845,292",COP,,MA5623,COP,3905329,,61204410,FB60,450208263000010,
120008509,KR,16/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"1,792,818",COP,,MA5615,COP,3905329,,61204410,FB60,450207596600010,
120008510,KR,20/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"130,097",COP,,MA5664,COP,3905329,,61204410,FB60,450209875200010,
120008510,KR,20/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"130,097",COP,,MA5664,COP,3905329,,61204410,FB60,450209875200020,
120008510,KR,20/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"130,097",COP,,MA5664,COP,3905329,,61204410,FB60,450209875200030,
120008510,KR,20/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"130,097",COP,,MA5664,COP,3905329,,61204410,FB60,450209875200040,
120008510,KR,20/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"2,693,017",COP,,MA5664,COP,3905329,,61204410,FB60,450209629300010,
120008510,KR,20/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"208,158",COP,,MA5664,COP,3905329,,61204410,FB60,450209629300020,
120008511,KR,11/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"4,143,408",COP,,M2637,COP,3906112,,61204410,FB60,450207611000010,
120008511,KR,11/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"2,762,272",COP,,M2637,COP,3906112,,61204410,FB60,450207611000020,
120008512,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"1,174,801",COP,,F831731783,COP,3905355,,61204410,FB60,450208023100010,
120008513,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"881,101",COP,,F831731778,COP,3905355,,61204410,FB60,450206745400010,
120008513,KR,25/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"293,700",COP,,F831731778,COP,3905355,,61204410,FB60,450206745400020,
120008516,KR,19/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"505,315",COP,,F19E201306,COP,3906611,,61204410,FB60,450207744700010,
120008516,KR,19/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"75,797",COP,,F19E201306,COP,3906611,,61204410,FB60,450207744700020,
120008516,KR,19/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"202,126",COP,,F19E201306,COP,3906611,,61204410,FB60,450207744700040,
120008516,KR,19/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"757,973",COP,,F19E201306,COP,3906611,,61204410,FB60,450207744700050,
120008519,KR,13/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"4,102,694",COP,,MED205185,COP,3905321,,61204410,FB60,450204090100010,
120008521,KR,13/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"1,649,693",COP,,MED205182,COP,3905321,,61204410,FB60,450203635100010,
120008523,KR,20/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"1,474,407",COP,,MED205291,COP,3905321,,61204410,FB60,450203634700010,
120008523,KR,20/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"184,301",COP,,MED205291,COP,3905321,,61204410,FB60,450203634700020,
120008525,KR,03/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"530,168",COP,,TMED59412,COP,3905371,,61204410,FB60,450205395900010,
120008525,KR,03/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"195,325",COP,,TMED59412,COP,3905371,,61204410,FB60,450205396000010,
120008525,KR,03/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"167,421",COP,,TMED59412,COP,3905371,,61204410,FB60,450207698100010,
120008526,KR,02/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"1,568,747",COP,,SMDE100009305,COP,3905346,,61204410,FB60,450206727100010,
120008527,KR,03/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"694,484",COP,,SMDE100009363,COP,3905346,,61204410,FB60,4502003917,
120008528,KR,06/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"136,264",COP,,SMDE100009501,COP,3905346,,61204410,FB60,450208865000010,
120008528,KR,06/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"184,881",COP,,SMDE100009501,COP,3905346,,61204410,FB60,450208865000020,
120008528,KR,06/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"216,892",COP,,SMDE100009501,COP,3905346,,61204410,FB60,450208865000030,
120008528,KR,06/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"123,254",COP,,SMDE100009501,COP,3905346,,61204410,FB60,450208865000040,
120008528,KR,06/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"50,670",COP,,SMDE100009501,COP,3905346,,61204410,FB60,450208865000050,
120008528,KR,06/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"53,068",COP,,SMDE100009501,COP,3905346,,61204410,FB60,450208865000060,
120008528,KR,06/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"109,559",COP,,SMDE100009501,COP,3905346,,61204410,FB60,450208865000070,
120008528,KR,06/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"125,308",COP,,SMDE100009501,COP,3905346,,61204410,FB60,450208865000080,
120008528,KR,06/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"332,443",COP,,SMDE100009501,COP,3905346,,61204410,FB60,450208865000090,
120008528,KR,06/09/2019,30/09/2019,303003,600,2019/09,50320,,,0.000,"236,408",COP,,SMDE100009501,COP,3905346,,61204410,FB60,4502088650000100,
120008529,KR,20/09/2019,30/09/2019,303003,127,2019/09,50320,,,0.000,"843,384",COP,,IBE439929,COP,3905328,,61204410,FB60,4502092133,
120008529,KR,20/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"2,735,750",COP,,IBE439929,COP,3905328,,61204410,FB60,4502099846,
120008530,KR,20/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"469,506",COP,,CEU2371955,COP,3905328,,61204410,FB60,4502099846,
120008535,KR,19/09/2019,30/09/2019,303003,127,2019/09,50320,,,0.000,"261,970",COP,,TMED59648,COP,3905371,,61204410,FB60,,
120008535,KR,19/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"261,970",COP,,TMED59648,COP,3905371,,61204410,FB60,,
120008535,KR,19/09/2019,30/09/2019,303003,127,2019/09,50320,,,0.000,"57,702",COP,,TMED59648,COP,3905371,,61204410,FB60,,
120008537,KR,19/09/2019,30/09/2019,303003,127,2019/09,50320,,,0.000,"58,165",COP,,TMED59649,COP,3905371,,61204410,FB60,450205256100010,
120008537,KR,19/09/2019,30/09/2019,303003,127,2019/09,50320,,,0.000,"523,477",COP,,TMED59649,COP,3905371,,61204410,FB60,450205256100020,
120008538,KR,18/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"349,528",COP,,TMED59627,COP,3905371,,61204410,FB60,450205395900010,
120008538,KR,18/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"257,547",COP,,TMED59627,COP,3905371,,61204410,FB60,450206938900010,
120008538,KR,18/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"110,378",COP,,TMED59627,COP,3905371,,61204410,FB60,450207698100010,
120008539,KR,19/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"677,298",COP,,TMED59643,COP,3905371,,61204410,FB60,450207744400010,
120008542,KR,01/09/2019,30/09/2019,303003,125,2019/09,50320,,,0.000,"572,691",COP,,3520190004594652,COP,3062623,,61204410,FB60,450207737500020,
120008542,KR,01/09/2019,30/09/2019,303003,125,2019/09,50320,,,0.000,"270,309",COP,,3520190004594652,COP,3062623,,61204410,FB60,450207737500030,
120008543,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"2,646,659",COP,,4820190007538887,COP,3062623,,61204410,FB60,450206938900020,
120008543,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"1,580,305",COP,,4820190007538887,COP,3062623,,61204410,FB60,450207698100020,
120008543,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"528,274",COP,,4820190007538887,COP,3062623,,61204410,FB60,450207698100050,
120008543,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"232,301",COP,,4820190007538887,COP,3062623,,61204410,FB60,450207698100060,
120008543,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"110,461",COP,,4820190007538887,COP,3062623,,61204410,FB60,450207698100070,
120008544,KR,01/09/2019,30/09/2019,303003,127,2019/09,50320,,,0.000,"460,904",COP,,4820190007336008,COP,3062623,,61204410,FB60,450207765800010,
120008544,KR,01/09/2019,30/09/2019,303003,127,2019/09,50320,,,0.000,"65,192",COP,,4820190007336008,COP,3062623,,61204410,FB60,450207765800020,
120008544,KR,01/09/2019,30/09/2019,303003,127,2019/09,50320,,,0.000,"73,054",COP,,4820190007336008,COP,3062623,,61204410,FB60,450207765800030,
120008544,KR,01/09/2019,30/09/2019,303003,127,2019/09,50320,,,0.000,"158,850",COP,,4820190007336008,COP,3062623,,61204410,FB60,450208220500010,
120008546,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"240,808",COP,,4820190007342633,COP,3062623,,61204410,FB60,450208980400010,
120008546,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"251,633",COP,,4820190007342633,COP,3062623,,61204410,FB60,450208980400030,
120008546,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"248,418",COP,,4820190007342633,COP,3062623,,61204410,FB60,450208980400040,
120008546,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"27,686",COP,,4820190007342633,COP,3062623,,61204410,FB60,450208980400050,
120008546,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"25,692",COP,,4820190007342633,COP,3062623,,61204410,FB60,450208980400060,
120008546,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"91,490",COP,,4820190007342633,COP,3062623,,61204410,FB60,450208980400070,
120008546,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"26,950",COP,,4820190007342633,COP,3062623,,61204410,FB60,450208980400080,
120008546,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"30,968",COP,,4820190007342633,COP,3062623,,61204410,FB60,450208980400090,
120008546,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"65,050",COP,,4820190007342633,COP,3062623,,61204410,FB60,450208980400100,
120008546,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"35,305",COP,,4820190007342633,COP,3062623,,61204410,FB60,450208980400110,
120008548,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"177,434",COP,,4820190007344235,COP,3062623,,61204410,FB60,450205395900120,
120008548,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"1,866,373",COP,,4820190007344235,COP,3062623,,61204410,FB60,450206938900030,
120008548,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"2,554,193",COP,,4820190007344235,COP,3062623,,61204410,FB60,450207698100050,
120008549,KR,01/09/2019,30/09/2019,303003,127,2019/09,50320,,,0.000,"21,000",COP,,4820190007335998,COP,3062623,,61204410,FB60,450207765800040,
120008552,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"627,056",COP,,0320190015647662,COP,3062623,,61204410,FB60,450209629300010,
120008552,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"43,260",COP,,0320190015647662,COP,3062623,,61204410,FB60,450209629300020,
120008552,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"32,014",COP,,0320190015647662,COP,3062623,,61204410,FB60,450209875200010,
120008552,KR,01/09/2019,30/09/2019,303003,141,2019/09,50320,,,0.000,"36,670",COP,,0320190015647662,COP,3062623,,61204410,FB60,450209875200030,
120008553,KR,01/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"2,145,000",COP,,3520190004502970,COP,3062623,,61204410,FB60,450207744400010,
120008570,KR,01/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"2,853,000",COP,,3720190000181550,COP,3062623,,61204410,FB60,450210236800010,
120008571,KR,01/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"8,998,000",COP,,3520190004552292,COP,3062623,,61204410,FB60,PO 4501989982 MERCANCIA EN TRANSITO,
120008572,KR,11/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"828,116",COP,,IM900023868,COP,3905343,,61204410,FB60,4501997573,
120008573,KR,11/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"828,116",COP,,IM900023883,COP,3905343,,61204410,FB60,4501986080,
120008574,KR,01/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"1,605,936",COP,,3520190004544230,COP,3062623,,61204410,FB60,PO 4502036347 MERCANCIA EN TRANSITO,
120008574,KR,01/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"232,064",COP,,3520190004544230,COP,3062623,,61204410,FB60,PO 4502036347 MERCANCIA EN TRANSITO,
120008575,KR,11/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"828,116",COP,,IM900023882,COP,3905343,,61204410,FB60,4501986081,
120008576,KR,11/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"828,116",COP,,IM900023876,COP,3905343,,61204410,FB60,4501997574,
120008577,KR,11/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"828,116",COP,,IM900023878,COP,3905343,,61204410,FB60,4501997575,
120008578,KR,11/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"828,116",COP,,IM900023886,COP,3905343,,61204410,FB60,4501997576,
120008579,KR,11/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"828,116",COP,,IM900023884,COP,3905343,,61204410,FB60,4501997577,
120008580,KR,11/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"828,116",COP,,IM900023871,COP,3905343,,61204410,FB60,4501986075,
120008581,KR,01/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"2,256,253",COP,,3520190004597632,COP,3062623,,61204410,FB60,450206745400010,
120008581,KR,01/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"690,747",COP,,3520190004597632,COP,3062623,,61204410,FB60,450206745400020,
120008582,KR,01/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"2,710,000",COP,,3520190004596903,COP,3062623,,61204410,FB60,450208023400010,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"75,761",COP,,4820190006788252,COP,3062623,,61204410,FB60,450205395900030,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"216,930",COP,,4820190006788252,COP,3062623,,61204410,FB60,450205395900110,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"94,034",COP,,4820190006788252,COP,3062623,,61204410,FB60,450205396000020,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"75,761",COP,,4820190006788252,COP,3062623,,61204410,FB60,450205396000060,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"168,974",COP,,4820190006788252,COP,3062623,,61204410,FB60,450205396000070,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"176,813",COP,,4820190006788252,COP,3062623,,61204410,FB60,450206938900010,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"1,536,609",COP,,4820190006788252,COP,3062623,,61204410,FB60,450206938900020,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"2,037,956",COP,,4820190006788252,COP,3062623,,61204410,FB60,450206938900030,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"77,284",COP,,4820190006788252,COP,3062623,,61204410,FB60,450207698100010,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"639,199",COP,,4820190006788252,COP,3062623,,61204410,FB60,450207698100040,
120008583,KR,01/09/2019,30/09/2019,303003,123,2019/09,50320,,,0.000,"40,679",COP,,4820190006788252,COP,3062623,,61204410,FB60,450207698100080,
120008584,KR,01/09/2019,30/09/2019,303003,200,2019/09,50320,,,0.000,"42,373",COP,,4820190007241696,COP,3062623,,61204410,FB60,450209052900010,
120008584,KR,01/09/2019,30/09/2019,303003,200,2019/09,50320,,,0.000,"40,154",COP,,4820190007241696,COP,3062623,,61204410,FB60,450209053000010,
120008584,KR,01/09/2019,30/09/2019,303003,200,2019/09,50320,,,0.000,"56,473",COP,,4820190007241696,COP,3062623,,61204410,FB60,450209053100010,
120008585,KR,01/09/2019,30/09/2019,303003,200,2019/09,50320,,,0.000,"25,000",COP,,3520190004536794,COP,3062623,,61204410,FB60,450208147300010,
120008589,KR,01/09/2019,30/09/2019,303003,200,2019/09,50320,,,0.000,"384,000",COP,,3552019000453680,COP,3062623,,61204410,FB60,450208521600010,
120008592,KR,01/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"1,765,985",COP,,3520190004536834,COP,3062623,,61204410,FB60,450207744700010,
120008592,KR,01/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"300,098",COP,,3520190004536834,COP,3062623,,61204410,FB60,450207744700020,
120008592,KR,01/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"257,476",COP,,3520190004536834,COP,3062623,,61204410,FB60,450207744700040,
120008592,KR,01/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"148,160",COP,,3520190004536834,COP,3062623,,61204410,FB60,450207878500010,
120008592,KR,01/09/2019,30/09/2019,303003,135,2019/09,50320,,,0.000,"6,816,281",COP,,3520190004536834,COP,3062623,,61204410,FB60,450208006300010,
120008593,KR,01/09/2019,30/09/2019,303003,200,2019/09,50320,,,0.000,"280,000",COP,,3520190004536866,COP,3062623,,61204410,FB60,450207744600010,
120008594,KR,01/09/2019,30/09/2019,303003,200,2019/09,50320,,,0.000,"47,000",COP,,3520190004536898,COP,3062623,,61204410,FB60,450208147200010,
120008596,KR,01/09/2019,30/09/2019,303003,200,2019/09,50320,,,0.000,"41,000",COP,,3520190004536920,COP,3062623,,61204410,FB60,450208521500010,
120008598,KR,01/09/2019,30/09/2019,303003,200,2019/09,50320,,,0.000,"45,000",COP,,3520190004536938,COP,3062623,,61204410,FB60,450208512700010,
120008599,KR,01/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"247,000",COP,,3520190004536787,COP,3062623,,61204410,FB60,450207744700010,
120008601,KR,01/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"147,000",COP,,3520190004536811,COP,3062623,,61204410,FB60,450207744700010,
120008603,KR,01/09/2019,30/09/2019,303003,131,2019/09,50320,,,0.000,"166,000",COP,,3520190004536913,COP,3062623,,61204410,FB60,450207744700010,
130004828,ZR,05/04/2019,05/04/2019,303003,135,2019/04,50320,,,0.000,"-1,133,106",COP,,BANBOCOPR119096,COP,12260,,61204410,FB05,,20190405
150000154,KP,31/01/2019,31/01/2019,303003,125,2019/01,50320,3YUM,30226540,-0.011,-198,COP,4501923245,,COP,20010,KG,61204410,MR11,,
150000154,KP,31/01/2019,31/01/2019,303003,135,2019/01,50320,3YUM,30225775,1.392,"15,706",COP,4501940080,,COP,50320,KG,61204410,MR11,,
150000154,KP,31/01/2019,31/01/2019,303003,135,2019/01,50320,3YUM,30015073,-3.264,"-39,330",COP,4501940080,,COP,20010,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,135,2019/01,50320,3YUM,30531350,"-5,500","-3,241,253",COP,4501866952,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,135,2019/01,50320,3YUM,30226471,"-4,500","-2,651,934",COP,4501866952,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,135,2019/01,50320,3YUM,30226086,"-1,520","-666,695",COP,4501896976,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,127,2019/01,50320,3YUM,30225604,"-4,000","-2,002,661",COP,4501898304,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,127,2019/01,50320,3YUM,30225604,"-4,000","-589,018",COP,4501898304,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,127,2019/01,50320,3YUM,30226796,-800,"-400,532",COP,4501898304,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,127,2019/01,50320,3YUM,30226796,-800,"-117,804",COP,4501898304,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,127,2019/01,50320,3YUM,30226719,"-2,400","-1,201,597",COP,4501898304,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,127,2019/01,50320,3YUM,30226719,"-2,400","-353,411",COP,4501898304,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,127,2019/01,50320,3YUM,30226794,"-1,600","-801,064",COP,4501898304,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,127,2019/01,50320,3YUM,30226794,"-1,600","-235,607",COP,4501898304,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,127,2019/01,50320,3YUM,30521144,"-1,600","-1,225,157",COP,4501898304,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,127,2019/01,50320,3YUM,30521144,"-1,600","-235,607",COP,4501898304,,COP,20011,KG,61204410,MR11,,
150000155,KP,31/01/2019,31/01/2019,303003,135,2019/01,50320,3YUM,30226471,"-4,500","-2,702,394",COP,4501919571,,COP,20011,KG,61204410,MR11,,
